iter_index,time,Tl_207,Pb_207,Pb_211,Bi_211,Bi_215,Po_211,Po_215,At_219,Rn_219,Fr_223,Ra_223,Ac_227,Th_227,Th_231,Pa_231,U_235
1780,1.78,124.276,4375.72,771.192,48.5762,0.146739,0.000539696,4.25705e-06,0.000195024,0.00819109,73.3814,2042.7,0,0,0,0,0
1790,1.79,122.863,4386.52,762.417,48.0234,0.139004,0.000533554,4.22922e-06,0.000191372,0.00819639,72.0073,2044.02,0,0,0,0,0
1800,1.8,121.466,4397.2,753.743,47.477,0.131678,0.000527483,4.20295e-06,0.000187788,0.00820159,70.6588,2045.32,0,0,0,0,0
1810,1.81,120.084,4407.75,745.168,46.9368,0.124741,0.000521481,4.17815e-06,0.000184271,0.00820669,69.3356,2046.59,0,0,0,0,0
1820,1.82,118.719,4418.19,736.69,46.4027,0.118173,0.000515548,4.15474e-06,0.000180821,0.00821169,68.0372,2047.84,0,0,0,0,0
1830,1.83,117.369,4428.5,728.31,45.8748,0.111953,0.000509682,4.13266e-06,0.000177435,0.00821659,66.7631,2049.06,0,0,0,0,0
1840,1.84,116.034,4438.7,720.025,45.3528,0.106063,0.000503883,4.11181e-06,0.000174112,0.00822139,65.5129,2050.26,0,0,0,0,0
1850,1.85,114.714,4448.79,711.835,44.8369,0.100484,0.000498151,4.09214e-06,0.000170851,0.0082261,64.2861,2051.43,0,0,0,0,0
1860,1.86,113.41,4458.76,703.738,44.3268,0.0952019,0.000492483,4.07359e-06,0.000167652,0.00823072,63.0822,2052.58,0,0,0,0,0
1870,1.87,112.12,4468.61,695.734,43.8225,0.0901998,0.000486881,4.05609e-06,0.000164512,0.00823525,61.9009,2053.71,0,0,0,0,0
1880,1.88,110.844,4478.35,687.821,43.324,0.0854632,0.000481342,4.03958e-06,0.000161432,0.00823969,60.7417,2054.82,0,0,0,0,0
1890,1.89,109.584,4487.99,679.998,42.8312,0.0809772,0.000475867,4.02402e-06,0.000158409,0.00824404,59.6043,2055.91,0,0,0,0,0
1900,1.9,108.337,4497.51,672.265,42.344,0.0767282,0.000470454,4.00934e-06,0.000155442,0.00824831,58.4881,2056.97,0,0,0,0,0
1910,1.91,107.105,4506.92,664.621,41.8623,0.0727046,0.000465103,3.99551e-06,0.000152531,0.00825249,57.3928,2058.01,0,0,0,0,0
1920,1.92,105.887,4516.23,657.064,41.3862,0.0688943,0.000459813,3.98247e-06,0.000149675,0.00825659,56.318,2059.04,0,0,0,0,0
1930,1.93,104.683,4525.43,649.593,40.9155,0.0652862,0.000454583,3.97019e-06,0.000146872,0.00826061,55.2634,2060.04,0,0,0,0,0
1940,1.94,103.492,4534.53,642.207,40.4502,0.061869,0.000449413,3.95861e-06,0.000144122,0.00826456,54.2285,2061.02,0,0,0,0,0
1950,1.95,102.315,4543.52,634.906,39.9902,0.0586318,0.000444303,3.94771e-06,0.000141423,0.00826842,53.213,2061.98,0,0,0,0,0
1960,1.96,101.151,4552.41,627.689,39.5354,0.0555664,0.00043925,3.93744e-06,0.000138774,0.00827221,52.2165,2062.93,0,0,0,0,0
1970,1.97,100.001,4561.2,620.554,39.0859,0.052663,0.000434256,3.92777e-06,0.000136176,0.00827592,51.2387,2063.85,0,0,0,0,0
1980,1.98,98.8633,4569.89,613.5,38.6415,0.0499135,0.000429318,3.91867e-06,0.000133626,0.00827956,50.2792,2064.76,0,0,0,0,0
1990,1.99,97.739,4578.49,606.528,38.2022,0.0473096,0.000424437,3.9101e-06,0.000131123,0.00828312,49.3376,2065.65,0,0,0,0,0
2000,2,96.6274,4586.98,599.635,37.7679,0.0448433,0.000419612,3.90204e-06,0.000128668,0.00828662,48.4137,2066.52,0,0,0,0,0
2010,2.01,95.5285,4595.38,592.821,37.3385,0.0425066,0.000414842,3.89445e-06,0.000126258,0.00829004,47.5071,2067.38,0,0,0,0,0
2020,2.02,94.4422,4603.68,586.084,36.9141,0.0402937,0.000410126,3.88732e-06,0.000123894,0.0082934,46.6174,2068.21,0,0,0,0,0
2030,2.03,93.3682,4611.89,579.425,36.4945,0.0381977,0.000405465,3.88061e-06,0.000121574,0.00829669,45.7445,2069.04,0,0,0,0,0
2040,2.04,92.3065,4620,572.842,36.0797,0.0362126,0.000400856,3.87431e-06,0.000119297,0.00829992,44.8878,2069.84,0,0,0,0,0
2050,2.05,91.2569,4628.02,566.335,35.6697,0.0343325,0.000396301,3.86839e-06,0.000117063,0.00830308,44.0472,2070.63,0,0,0,0,0
2060,2.06,90.2193,4635.95,559.902,35.2643,0.0325516,0.000391797,3.86283e-06,0.000114871,0.00830617,43.2224,2071.4,0,0,0,0,0
2070,2.07,89.1935,4643.79,553.542,34.8636,0.0308641,0.000387345,3.8576e-06,0.00011272,0.00830921,42.413,2072.16,0,0,0,0,0
2080,2.08,88.1795,4651.54,547.255,34.4675,0.0292657,0.000382944,3.8527e-06,0.000110609,0.00831218,41.6187,2072.9,0,0,0,0,0
2090,2.09,87.177,4659.2,541.041,34.0759,0.0277516,0.000378593,3.84809e-06,0.000108538,0.0083151,40.8394,2073.63,0,0,0,0,0
2100,2.1,86.1859,4666.78,534.897,33.6888,0.0263174,0.000374292,3.84378e-06,0.000106505,0.00831796,40.0746,2074.34,0,0,0,0,0
2110,2.11,85.2062,4674.27,528.823,33.3061,0.0249589,0.000370041,3.83973e-06,0.000104511,0.00832075,39.3241,2075.04,0,0,0,0,0
2120,2.12,84.2377,4681.67,522.82,32.9278,0.0236722,0.000365837,3.83594e-06,0.000102554,0.0083235,38.5878,2075.72,0,0,0,0,0
2130,2.13,83.2802,4688.99,516.885,32.5538,0.022453,0.000361682,3.83238e-06,0.000100633,0.00832618,37.8651,2076.39,0,0,0,0,0
2140,2.14,82.3337,4696.23,511.017,32.1841,0.0212974,0.000357575,3.82905e-06,9.87486e-05,0.00832882,37.156,2077.05,0,0,0,0,0
2150,2.15,81.398,4703.39,505.217,31.8187,0.020203,0.000353515,3.82594e-06,9.68994e-05,0.0083314,36.4602,2077.69,0,0,0,0,0
2160,2.16,80.473,4710.46,499.484,31.4574,0.019166,0.000349501,3.82303e-06,9.50848e-05,0.00833392,35.7775,2078.32,0,0,0,0,0
2170,2.17,79.5585,4717.45,493.816,31.1002,0.0181835,0.000345532,3.8203e-06,9.33042e-05,0.0083364,35.1075,2078.94,0,0,0,0,0
2180,2.18,78.6545,4724.37,488.212,30.7472,0.0172529,0.00034161,3.81776e-06,9.1557e-05,0.00833882,34.4501,2079.54,0,0,0,0,0
2190,2.19,77.7609,4731.2,482.673,30.3981,0.0163713,0.000337732,3.81538e-06,8.98425e-05,0.0083412,33.8049,2080.14,0,0,0,0,0
2200,2.2,76.8774,4737.96,477.198,30.0531,0.0155358,0.000333899,3.81317e-06,8.816e-05,0.00834353,33.1719,2080.72,0,0,0,0,0
2210,2.21,76.0041,4744.64,471.785,29.712,0.0147437,0.000330109,3.8111e-06,8.65091e-05,0.00834581,32.5507,2081.28,0,0,0,0,0
2220,2.22,75.1407,4751.25,466.434,29.3749,0.0139932,0.000326363,3.80917e-06,8.48891e-05,0.00834804,31.9411,2081.84,0,0,0,0,0
2230,2.23,74.2872,4757.78,461.144,29.0416,0.0132821,0.00032266,3.80738e-06,8.32994e-05,0.00835023,31.343,2082.39,0,0,0,0,0
2240,2.24,73.4435,4764.23,455.915,28.7121,0.0126082,0.000318999,3.80571e-06,8.17395e-05,0.00835237,30.756,2082.92,0,0,0,0,0
2250,2.25,72.6094,4770.61,450.746,28.3863,0.0119698,0.00031538,3.80416e-06,8.02088e-05,0.00835447,30.1801,2083.44,0,0,0,0,0
2260,2.26,71.7849,4776.92,445.636,28.0643,0.0113648,0.000311803,3.80272e-06,7.87068e-05,0.00835652,29.6149,2083.96,0,0,0,0,0
2270,2.27,70.9698,4783.16,440.585,27.746,0.0107915,0.000308266,3.80139e-06,7.72329e-05,0.00835854,29.0604,2084.46,0,0,0,0,0
2280,2.28,70.164,4789.33,435.591,27.4314,0.0102479,0.00030477,3.80015e-06,7.57866e-05,0.00836051,28.5162,2084.95,0,0,0,0,0
2290,2.29,69.3674,4795.43,430.654,27.1203,0.00973239,0.000301314,3.79901e-06,7.43674e-05,0.00836244,27.9821,2085.43,0,0,0,0,0
2300,2.3,68.58,4801.45,425.775,26.8128,0.00924402,0.000297898,3.79795e-06,7.29747e-05,0.00836433,27.4581,2085.9,0,0,0,0,0
2310,2.31,67.8015,4807.41,420.95,26.5088,0.00878102,0.00029452,3.79697e-06,7.16082e-05,0.00836618,26.9439,2086.36,0,0,0,0,0
2320,2.32,67.032,4813.31,416.182,26.2083,0.00834217,0.000291182,3.79607e-06,7.02672e-05,0.00836799,26.4394,2086.82,0,0,0,0,0
2330,2.33,66.2713,4819.13,411.467,25.9113,0.00792625,0.000287881,3.79525e-06,6.89514e-05,0.00836976,25.9443,2087.26,0,0,0,0,0
2340,2.34,65.5193,4824.89,406.807,25.6176,0.00753204,0.000284619,3.79449e-06,6.76602e-05,0.0083715,25.4584,2087.69,0,0,0,0,0
2350,2.35,64.7758,4830.58,402.2,25.3273,0.00715832,0.000281393,3.79379e-06,6.63932e-05,0.0083732,24.9817,2088.12,0,0,0,0,0
2360,2.36,64.0409,4836.21,397.646,25.0403,0.00680388,0.000278205,3.79316e-06,6.51498e-05,0.00837486,24.5139,2088.53,0,0,0,0,0
2370,2.37,63.3144,4841.78,393.144,24.7566,0.00646752,0.000275053,3.79258e-06,6.39298e-05,0.00837649,24.0548,2088.94,0,0,0,0,0
2380,2.38,62.5963,4847.28,388.694,24.4762,0.00614882,0.000271938,3.79205e-06,6.27326e-05,0.00837809,23.6043,2089.33,0,0,0,0,0
2390,2.39,61.8863,4852.72,384.294,24.199,0.00584655,0.000268858,3.79157e-06,6.15578e-05,0.00837965,23.1623,2089.72,0,0,0,0,0
2400,2.4,61.1845,4858.1,379.945,23.9249,0.00555993,0.000265813,3.79114e-06,6.04051e-05,0.00838118,22.7286,2090.1,0,0,0,0,0
2410,2.41,60.4907,4863.41,375.646,23.654,0.00528817,0.000262803,3.79075e-06,5.92739e-05,0.00838267,22.3029,2090.48,0,0,0,0,0
2420,2.42,59.8048,4868.67,371.396,23.3862,0.0050305,0.000259827,3.7904e-06,5.81639e-05,0.00838413,21.8853,2090.84,0,0,0,0,0
2430,2.43,59.1268,4873.87,367.195,23.1215,0.00478612,0.000256886,3.79009e-06,5.70748e-05,0.00838556,21.4755,2091.2,0,0,0,0,0
2440,2.44,58.4565,4879.01,363.042,22.8598,0.00455428,0.000253978,3.78981e-06,5.6006e-05,0.00838697,21.0733,2091.55,0,0,0,0,0
2450,2.45,57.794,4884.09,358.936,22.6011,0.00433417,0.000251104,3.78957e-06,5.49571e-05,0.00838834,20.6787,2091.89,0,0,0,0,0
2460,2.46,57.139,4889.11,354.878,22.3453,0.00412541,0.000248263,3.78936e-06,5.3928e-05,0.00838968,20.2914,2092.22,0,0,0,0,0
2470,2.47,56.4915,4894.08,350.865,22.0925,0.00392737,0.000245454,3.78917e-06,5.29181e-05,0.00839099,19.9114,2092.55,0,0,0,0,0
2480,2.48,55.8514,4898.98,346.899,21.8426,0.00373948,0.000242677,3.78902e-06,5.19271e-05,0.00839227,19.5386,2092.87,0,0,0,0,0
2490,2.49,55.2187,4903.84,342.979,21.5955,0.00356122,0.000239932,3.78889e-06,5.09547e-05,0.00839353,19.1727,2093.18,0,0,0,0,0
2500,2.5,54.5932,4908.64,339.103,21.3513,0.00339212,0.000237218,3.78878e-06,5.00005e-05,0.00839475,18.8136,2093.49,0,0,0,0,0
2510,2.51,53.9748,4913.38,335.271,21.1098,0.00323167,0.000234536,3.78869e-06,4.90642e-05,0.00839595,18.4613,2093.79,0,0,0,0,0
2520,2.52,53.3636,4918.07,331.484,20.8712,0.00307937,0.000231884,3.78862e-06,4.81454e-05,0.00839713,18.1156,2094.08,0,0,0,0,0
2530,2.53,52.7593,4922.71,327.74,20.6352,0.00293474,0.000229263,3.78857e-06,4.72438e-05,0.00839828,17.7764,2094.37,0,0,0,0,0
2540,2.54,52.1619,4927.29,324.038,20.402,0.00279737,0.000226672,3.78854e-06,4.63591e-05,0.0083994,17.4435,2094.65,0,0,0,0,0
2550,2.55,51.5714,4931.83,320.38,20.1714,0.00266703,0.00022411,3.78853e-06,4.54909e-05,0.0084005,17.1168,2094.92,0,0,0,0,0
2560,2.56,50.9877,4936.31,316.763,19.9435,0.00254327,0.000221578,3.78853e-06,4.4639e-05,0.00840157,16.7963,2095.19,0,0,0,0,0
2570,2.57,50.4106,4940.74,313.187,19.7182,0.00242578,0.000219075,3.78854e-06,4.38031e-05,0.00840262,16.4818,2095.45,0,0,0,0,0
2580,2.58,49.8402,4945.12,309.652,19.4955,0.00231423,0.0002166,3.78856e-06,4.29828e-05,0.00840364,16.1731,2095.71,0,0,0,0,0
2590,2.59,49.2763,4949.45,306.158,19.2753,0.00220832,0.000214154,3.7886e-06,4.21779e-05,0.00840465,15.8703,2095.96,0,0,0,0,0
2600,2.6,48.7188,4953.73,302.704,19.0576,0.00210774,0.000211736,3.78865e-06,4.13881e-05,0.00840562,15.5731,2096.2,0,0,0,0,0
2610,2.61,48.1678,4957.97,299.29,18.8425,0.00201216,0.000209345,3.78871e-06,4.06131e-05,0.00840658,15.2814,2096.44,0,0,0,0,0
2620,2.62,47.623,4962.15,295.914,18.6298,0.00192128,0.000206982,3.78877e-06,3.98525e-05,0.00840752,14.9953,2096.67,0,0,0,0,0
2630,2.63,47.0845,4966.29,292.578,18.4195,0.00183498,0.000204646,3.78885e-06,3.91062e-05,0.00840843,14.7145,2096.9,0,0,0,0,0
2640,2.64,46.5521,4970.38,289.279,18.2117,0.00175297,0.000202336,3.78893e-06,3.83739e-05,0.00840932,14.4389,2097.12,0,0,0,0,0
2650,2.65,46.0258,4974.43,286.018,18.0062,0.00167504,0.000200053,3.78901e-06,3.76553e-05,0.00841019,14.1685,2097.34,0,0,0,0,0
2660,2.66,45.5056,4978.43,282.795,17.8031,0.00160099,0.000197797,3.78911e-06,3.69501e-05,0.00841105,13.9032,2097.55,0,0,0,0,0
2670,2.67,44.9913,4982.38,279.609,17.6023,0.00153061,0.000195566,3.78921e-06,3.62582e-05,0.00841188,13.6428,2097.76,0,0,0,0,0
2680,2.68,44.483,4986.29,276.459,17.4038,0.00146371,0.000193361,3.78931e-06,3.55792e-05,0.00841269,13.3874,2097.96,0,0,0,0,0
2690,2.69,43.9804,4990.16,273.345,17.2076,0.0014001,0.000191181,3.78942e-06,3.4913e-05,0.00841348,13.1367,2098.16,0,0,0,0,0
2700,2.7,43.4836,4993.98,270.267,17.0136,0.00133958,0.000189025,3.78953e-06,3.42592e-05,0.00841426,12.8907,2098.35,0,0,0,0,0
2710,2.71,42.9925,4997.76,267.224,16.8218,0.00128198,0.000186895,3.78965e-06,3.36176e-05,0.00841501,12.6493,2098.54,0,0,0,0,0
2720,2.72,42.507,5001.5,264.216,16.6323,0.00122722,0.000184789,3.78976e-06,3.2988e-05,0.00841575,12.4124,2098.73,0,0,0,0,0
2730,2.73,42.0271,5005.19,261.242,16.4449,0.00117513,0.000182707,3.78988e-06,3.23703e-05,0.00841647,12.1799,2098.91,0,0,0,0,0
2740,2.74,41.5526,5008.84,258.302,16.2597,0.00112556,0.000180649,3.79001e-06,3.17641e-05,0.00841717,11.9518,2099.08,0,0,0,0,0
2750,2.75,41.0836,5012.45,255.397,16.0765,0.0010784,0.000178615,3.79013e-06,3.11693e-05,0.00841785,11.728,2099.25,0,0,0,0,0
2760,2.76,40.62,5016.02,252.524,15.8955,0.00103352,0.000176603,3.79025e-06,3.05856e-05,0.00841852,11.5084,2099.42,0,0,0,0,0
2770,2.77,40.1617,5019.55,249.684,15.7166,0.000990806,0.000174615,3.79038e-06,3.00129e-05,0.00841917,11.2929,2099.58,0,0,0,0,0
2780,2.78,39.7086,5023.04,246.877,15.5397,0.000950122,0.00017265,3.79051e-06,2.94508e-05,0.00841981,11.0814,2099.74,0,0,0,0,0
2790,2.79,39.2607,5026.5,244.102,15.3648,0.000911347,0.000170707,3.79063e-06,2.88993e-05,0.00842043,10.8739,2099.89,0,0,0,0,0
2800,2.8,38.818,5029.91,241.359,15.192,0.000874428,0.000168787,3.79076e-06,2.83581e-05,0.00842103,10.6703,2100.04,0,0,0,0,0
2810,2.81,38.3803,5033.28,238.647,15.0211,0.000839259,0.000166888,3.79089e-06,2.78271e-05,0.00842162,10.4705,2100.19,0,0,0,0,0
2820,2.82,37.9476,5036.62,235.966,14.8521,0.00080575,0.000165011,3.79102e-06,2.7306e-05,0.00842219,10.2744,2100.33,0,0,0,0,0
2830,2.83,37.5199,5039.91,233.316,14.6852,0.000773822,0.000163156,3.79114e-06,2.67946e-05,0.00842275,10.082,2100.47,0,0,0,0,0
2840,2.84,37.0971,5043.18,230.697,14.5201,0.000743396,0.000161322,3.79127e-06,2.62929e-05,0.0084233,9.89319,2100.61,0,0,0,0,0
2850,2.85,36.6792,5046.4,228.107,14.3569,0.000714393,0.000159509,3.79139e-06,2.58005e-05,0.00842383,9.70793,2100.74,0,0,0,0,0
2860,2.86,36.266,5049.59,225.547,14.1956,0.000686736,0.000157716,3.79152e-06,2.53173e-05,0.00842434,9.52613,2100.87,0,0,0,0,0
2870,2.87,35.8575,5052.74,223.016,14.0361,0.000660346,0.000155945,3.79164e-06,2.48432e-05,0.00842484,9.34774,2100.99,0,0,0,0,0
2880,2.88,35.4538,5055.85,220.515,13.8785,0.000635154,0.000154193,3.79176e-06,2.4378e-05,0.00842533,9.17269,2101.12,0,0,0,0,0
2890,2.89,35.0546,5058.94,218.042,13.7226,0.000611132,0.000152462,3.79188e-06,2.39215e-05,0.00842581,9.00091,2101.24,0,0,0,0,0
2900,2.9,34.6601,5061.98,215.597,13.5686,0.000588202,0.00015075,3.792e-06,2.34735e-05,0.00842627,8.83236,2101.35,0,0,0,0,0
2910,2.91,34.27,5064.99,213.18,13.4163,0.000566315,0.000149058,3.79212e-06,2.30339e-05,0.00842672,8.66696,2101.46,0,0,0,0,0
2920,2.92,33.8844,5067.97,210.791,13.2657,0.000545421,0.000147386,3.79223e-06,2.26026e-05,0.00842716,8.50466,2101.57,0,0,0,0,0
2930,2.93,33.5033,5070.92,208.43,13.1169,0.000525471,0.000145732,3.79235e-06,2.21793e-05,0.00842759,8.3454,2101.68,0,0,0,0,0
2940,2.94,33.1265,5073.83,206.095,12.9698,0.000506415,0.000144098,3.79246e-06,2.1764e-05,0.008428,8.18912,2101.78,0,0,0,0,0
2950,2.95,32.754,5076.71,203.787,12.8244,0.000488203,0.000142482,3.79257e-06,2.13565e-05,0.0084284,8.03577,2101.88,0,0,0,0,0
2960,2.96,32.3858,5079.55,201.506,12.6806,0.000470787,0.000140885,3.79268e-06,2.09565e-05,0.00842879,7.88529,2101.98,0,0,0,0,0
2970,2.97,32.0218,5082.37,199.25,12.5385,0.000454137,0.000139306,3.79278e-06,2.05641e-05,0.00842917,7.73762,2102.07,0,0,0,0,0
2980,2.98,31.6619,5085.15,197.021,12.398,0.00043822,0.000137745,3.79288e-06,2.0179e-05,0.00842954,7.59272,2102.17,0,0,0,0,0
2990,2.99,31.3062,5087.9,194.817,12.2591,0.000422995,0.000136202,3.79299e-06,1.98011e-05,0.0084299,7.45054,2102.25,0,0,0,0,0
3000,3,30.9546,5090.62,192.638,12.1218,0.00040843,0.000134677,3.79308e-06,1.94303e-05,0.00843024,7.31101,2102.34,0,0,0,0,0
3010,3.01,30.607,5093.31,190.485,11.9861,0.000394496,0.000133169,3.79318e-06,1.90664e-05,0.00843058,7.17411,2102.42,0,0,0,0,0
3020,3.02,30.2634,5095.97,188.356,11.852,0.000381159,0.000131678,3.79328e-06,1.87094e-05,0.0084309,7.03976,2102.51,0,0,0,0,0
3030,3.03,29.9237,5098.6,186.251,11.7193,0.000368389,0.000130205,3.79337e-06,1.8359e-05,0.00843122,6.90794,2102.58,0,0,0,0,0
3040,3.04,29.5879,5101.21,184.17,11.5882,0.000356155,0.000128748,3.79346e-06,1.80152e-05,0.00843153,6.77858,2102.66,0,0,0,0,0
3050,3.05,29.2559,5103.78,182.114,11.4586,0.000344425,0.000127308,3.79354e-06,1.76779e-05,0.00843182,6.65163,2102.73,0,0,0,0,0
3060,3.06,28.9278,5106.32,180.081,11.3305,0.000333192,0.000125885,3.79363e-06,1.73468e-05,0.00843211,6.52707,2102.81,0,0,0,0,0
3070,3.07,28.6034,5108.83,178.071,11.2039,0.000322422,0.000124478,3.79371e-06,1.7022e-05,0.00843239,6.40484,2102.88,0,0,0,0,0
3080,3.08,28.2827,5111.32,176.084,11.0787,0.000312095,0.000123087,3.79379e-06,1.67032e-05,0.00843265,6.2849,2102.94,0,0,0,0,0
3090,3.09,27.9657,5113.78,174.12,10.9549,0.000302191,0.000121711,3.79387e-06,1.63904e-05,0.00843291,6.16721,2103.01,0,0,0,0,0
3100,3.1,27.6524,5116.21,172.178,10.8325,0.000292692,0.000120352,3.79394e-06,1.60835e-05,0.00843316,6.05172,2103.07,0,0,0,0,0
3110,3.11,27.3426,5118.61,170.259,10.7116,0.000283575,0.000119008,3.79402e-06,1.57823e-05,0.0084334,5.93839,2103.13,0,0,0,0,0
3120,3.12,27.0364,5120.99,168.362,10.592,0.000274823,0.00011768,3.79409e-06,1.54868e-05,0.00843364,5.82719,2103.19,0,0,0,0,0
3130,3.13,26.7336,5123.34,166.486,10.4738,0.000266414,0.000116367,3.79416e-06,1.51968e-05,0.00843386,5.71807,2103.24,0,0,0,0,0
3140,3.14,26.4344,5125.66,164.632,10.357,0.000258334,0.000115069,3.79422e-06,1.49122e-05,0.00843408,5.61098,2103.3,0,0,0,0,0
3150,3.15,26.1386,5127.96,162.799,10.2415,0.000250572,0.000113786,3.79429e-06,1.46329e-05,0.00843428,5.50591,2103.35,0,0,0,0,0
3160,3.16,25.8461,5130.23,160.987,10.1273,0.000243111,0.000112517,3.79435e-06,1.43589e-05,0.00843449,5.4028,2103.4,0,0,0,0,0
3170,3.17,25.557,5132.48,159.196,10.0145,0.000235938,0.000111263,3.79441e-06,1.409e-05,0.00843468,5.30163,2103.45,0,0,0,0,0
3180,3.18,25.2713,5134.7,157.425,9.90288,0.000229039,0.000110023,3.79446e-06,1.38261e-05,0.00843486,5.20235,2103.49,0,0,0,0,0
3190,3.19,24.9888,5136.89,155.675,9.79258,0.000222403,0.000108798,3.79452e-06,1.35672e-05,0.00843504,5.10493,2103.54,0,0,0,0,0
3200,3.2,24.7095,5139.06,153.945,9.68355,0.000216017,0.000107586,3.79457e-06,1.33132e-05,0.00843521,5.00933,2103.58,0,0,0,0,0
3210,3.21,24.4334,5141.21,152.234,9.57576,0.000209868,0.000106389,3.79462e-06,1.30639e-05,0.00843537,4.91553,2103.62,0,0,0,0,0
3220,3.22,24.1605,5143.34,150.543,9.46921,0.000203944,0.000105205,3.79466e-06,1.28192e-05,0.00843553,4.82347,2103.66,0,0,0,0,0
3230,3.23,23.8907,5145.44,148.872,9.36388,0.000198236,0.000104035,3.79471e-06,1.25792e-05,0.00843568,4.73315,2103.7,0,0,0,0,0
3240,3.24,23.624,5147.51,147.219,9.25976,0.000192737,0.000102878,3.79475e-06,1.23436e-05,0.00843582,4.64451,2103.73,0,0,0,0,0
3250,3.25,23.3604,5149.56,145.586,9.15683,0.000187435,0.000101734,3.79479e-06,1.21124e-05,0.00843596,4.55753,2103.77,0,0,0,0,0
3260,3.26,23.0998,5151.6,143.971,9.05507,0.000182324,0.000100604,3.79483e-06,1.18856e-05,0.00843609,4.47219,2103.8,0,0,0,0,0
3270,3.27,22.8422,5153.6,142.375,8.95449,0.000177394,9.94864e-05,3.79486e-06,1.1663e-05,0.00843621,4.38844,2103.83,0,0,0,0,0
3280,3.28,22.5875,5155.59,140.797,8.85505,0.000172638,9.83817e-05,3.7949e-06,1.14446e-05,0.00843632,4.30626,2103.86,0,0,0,0,0
3290,3.29,22.3357,5157.55,139.237,8.75676,0.000168048,9.72896e-05,3.79493e-06,1.12303e-05,0.00843643,4.22562,2103.88,0,0,0,0,0
3300,3.3,22.0868,5159.49,137.695,8.65959,0.000163615,9.621e-05,3.79496e-06,1.102e-05,0.00843654,4.14649,2103.91,0,0,0,0,0
3310,3.31,21.8408,5161.41,136.171,8.56353,0.000159331,9.51428e-05,3.79499e-06,1.08136e-05,0.00843664,4.06884,2103.94,0,0,0,0,0
3320,3.32,21.5976,5163.31,134.664,8.46858,0.000155194,9.40878e-05,3.79501e-06,1.06111e-05,0.00843673,3.99265,2103.96,0,0,0,0,0
3330,3.33,21.3572,5165.19,133.174,8.37471,0.000151196,9.30449e-05,3.79504e-06,1.04124e-05,0.00843682,3.91788,2103.98,0,0,0,0,0
3340,3.34,21.1195,5167.04,131.702,8.28191,0.00014733,9.20139e-05,3.79506e-06,1.02174e-05,0.0084369,3.84451,2104,0,0,0,0,0
3350,3.35,20.8846,5168.88,130.246,8.19018,0.000143593,9.09948e-05,3.79508e-06,1.00261e-05,0.00843697,3.77251,2104.02,0,0,0,0,0
3360,3.36,20.6523,5170.69,128.807,8.09951,0.000139978,8.99873e-05,3.79509e-06,9.83836e-06,0.00843704,3.70187,2104.04,0,0,0,0,0
3370,3.37,20.4227,5172.49,127.384,8.00987,0.00013648,8.89914e-05,3.79511e-06,9.65413e-06,0.00843711,3.63255,2104.05,0,0,0,0,0
3380,3.38,20.1958,5174.26,125.978,7.92125,0.000133095,8.80068e-05,3.79512e-06,9.47334e-06,0.00843717,3.56453,2104.07,0,0,0,0,0
3390,3.39,19.9714,5176.02,124.588,7.83365,0.000129817,8.70336e-05,3.79513e-06,9.29594e-06,0.00843722,3.49777,2104.08,0,0,0,0,0
3400,3.4,19.7496,5177.76,123.214,7.74706,0.00012664,8.60715e-05,3.79514e-06,9.12185e-06,0.00843727,3.43227,2104.09,0,0,0,0,0
3410,3.41,19.5304,5179.47,121.855,7.66145,0.000123564,8.51204e-05,3.79515e-06,8.95103e-06,0.00843731,3.368,2104.1,0,0,0,0,0
3420,3.42,19.3136,5181.17,120.513,7.57683,0.000120582,8.41802e-05,3.79516e-06,8.78341e-06,0.00843735,3.30493,2104.11,0,0,0,0,0
3430,3.43,19.0994,5182.85,119.185,7.49318,0.000117693,8.32508e-05,3.79516e-06,8.61893e-06,0.00843739,3.24304,2104.12,0,0,0,0,0
3440,3.44,18.8875,5184.51,117.873,7.41048,0.000114891,8.2332e-05,3.79517e-06,8.45753e-06,0.00843742,3.18231,2104.13,0,0,0,0,0
3450,3.45,18.6782,5186.15,116.575,7.32873,0.000112173,8.14238e-05,3.79517e-06,8.29915e-06,0.00843745,3.12271,2104.14,0,0,0,0,0
3460,3.46,18.4712,5187.77,115.293,7.24792,0.000109537,8.05259e-05,3.79517e-06,8.14374e-06,0.00843747,3.06424,2104.14,0,0,0,0,0
3470,3.47,18.2666,5189.38,114.025,7.16804,0.000106979,7.96384e-05,3.79516e-06,7.99124e-06,0.00843748,3.00686,2104.15,0,0,0,0,0
3480,3.48,18.0643,5190.97,112.772,7.08906,0.000104495,7.8761e-05,3.79516e-06,7.84159e-06,0.0084375,2.95055,2104.15,0,0,0,0,0
3490,3.49,17.8644,5192.54,111.533,7.011,0.000102083,7.78936e-05,3.79515e-06,7.69474e-06,0.0084375,2.89529,2104.15,0,0,0,0,0
3500,3.5,17.6667,5194.09,110.308,6.93382,9.97405e-05,7.70362e-05,3.79515e-06,7.55064e-06,0.00843751,2.84107,2104.15,0,0,0,0,0
3510,3.51,17.4713,5195.62,109.098,6.85754,9.74648e-05,7.61886e-05,3.79514e-06,7.40925e-06,0.00843751,2.78787,2104.15,0,0,0,0,0
3520,3.52,17.2782,5197.14,107.901,6.78212,9.52535e-05,7.53507e-05,3.79513e-06,7.2705e-06,0.00843751,2.73566,2104.15,0,0,0,0,0
