iter_index,time,Tl_207,Pb_207,Pb_211,Bi_211,Bi_215,Po_211,Po_215,At_219,Rn_219,Fr_223,Ra_223,Ac_227,Th_227,Th_231,Pa_231,U_235
3530,3.53,17.0872,5198.64,106.718,6.70757,9.31044e-05,7.45225e-05,3.79512e-06,7.13435e-06,0.0084375,2.68443,2104.15,0,0,0,0,0
3540,3.54,16.8985,5200.13,105.548,6.63387,9.10151e-05,7.37037e-05,3.7951e-06,7.00075e-06,0.00843749,2.63416,2104.15,0,0,0,0,0
3550,3.55,16.7119,5201.6,104.392,6.56102,8.89835e-05,7.28943e-05,3.79509e-06,6.86965e-06,0.00843747,2.58484,2104.14,0,0,0,0,0
3560,3.56,16.5274,5203.05,103.25,6.489,8.70074e-05,7.20941e-05,3.79507e-06,6.74101e-06,0.00843745,2.53643,2104.14,0,0,0,0,0
3570,3.57,16.3451,5204.49,102.12,6.41781,8.50844e-05,7.13031e-05,3.79505e-06,6.61477e-06,0.00843743,2.48893,2104.13,0,0,0,0,0
3580,3.58,16.1648,5205.91,101.003,6.34743,8.32126e-05,7.05212e-05,3.79503e-06,6.4909e-06,0.0084374,2.44232,2104.13,0,0,0,0,0
3590,3.59,15.9866,5207.31,99.8988,6.27786,8.13912e-05,6.97482e-05,3.79501e-06,6.36935e-06,0.00843737,2.39659,2104.12,0,0,0,0,0
3600,3.6,15.8105,5208.7,98.8074,6.20908,7.96177e-05,6.89841e-05,3.79499e-06,6.25007e-06,0.00843734,2.35171,2104.11,0,0,0,0,0
3610,3.61,15.6363,5210.08,97.7285,6.1411,7.78908e-05,6.82288e-05,3.79497e-06,6.13303e-06,0.0084373,2.30767,2104.1,0,0,0,0,0
3620,3.62,15.4642,5211.44,96.6619,6.07389,7.62089e-05,6.74821e-05,3.79494e-06,6.01818e-06,0.00843726,2.26445,2104.09,0,0,0,0,0
3630,3.63,15.294,5212.78,95.6076,6.00745,7.45705e-05,6.67439e-05,3.79492e-06,5.90548e-06,0.00843722,2.22205,2104.08,0,0,0,0,0
3640,3.64,15.1258,5214.11,94.5653,5.94177,7.29741e-05,6.60142e-05,3.79489e-06,5.7949e-06,0.00843717,2.18044,2104.07,0,0,0,0,0
3650,3.65,14.9595,5215.42,93.535,5.87685,7.14183e-05,6.52929e-05,3.79486e-06,5.68638e-06,0.00843712,2.13961,2104.06,0,0,0,0,0
3660,3.66,14.7951,5216.72,92.5165,5.81267,6.99014e-05,6.45798e-05,3.79483e-06,5.57989e-06,0.00843707,2.09954,2104.04,0,0,0,0,0
3670,3.67,14.6326,5218.01,91.5096,5.74922,6.84222e-05,6.38749e-05,3.7948e-06,5.4754e-06,0.00843702,2.06022,2104.03,0,0,0,0,0
3680,3.68,14.472,5219.28,90.5143,5.6865,6.69801e-05,6.31781e-05,3.79477e-06,5.37286e-06,0.00843696,2.02164,2104.02,0,0,0,0,0
3690,3.69,14.3132,5220.54,89.5304,5.6245,6.55734e-05,6.24892e-05,3.79474e-06,5.27225e-06,0.0084369,1.98378,2104,0,0,0,0,0
3700,3.7,14.1562,5221.78,88.5578,5.56321,6.42013e-05,6.18082e-05,3.7947e-06,5.17352e-06,0.00843683,1.94663,2103.98,0,0,0,0,0
3710,3.71,14.001,5223.01,87.5962,5.50262,6.28625e-05,6.11351e-05,3.79467e-06,5.07663e-06,0.00843676,1.91018,2103.97,0,0,0,0,0
3720,3.72,13.8476,5224.23,86.6458,5.44272,6.15562e-05,6.04696e-05,3.79463e-06,4.98157e-06,0.00843669,1.87441,2103.95,0,0,0,0,0
3730,3.73,13.696,5225.43,85.7062,5.38351,6.02813e-05,5.98118e-05,3.79459e-06,4.88828e-06,0.00843662,1.83931,2103.93,0,0,0,0,0
3740,3.74,13.5461,5226.63,84.7773,5.32498,5.90368e-05,5.91615e-05,3.79456e-06,4.79675e-06,0.00843655,1.80487,2103.91,0,0,0,0,0
3750,3.75,13.3979,5227.8,83.8591,5.26712,5.78216e-05,5.85186e-05,3.79452e-06,4.70692e-06,0.00843647,1.77107,2103.89,0,0,0,0,0
3760,3.76,13.2514,5228.97,82.9514,5.20992,5.66348e-05,5.78832e-05,3.79447e-06,4.61877e-06,0.00843639,1.7379,2103.87,0,0,0,0,0
3770,3.77,13.1065,5230.12,82.0541,5.15338,5.54759e-05,5.72549e-05,3.79443e-06,4.53228e-06,0.00843631,1.70536,2103.85,0,0,0,0,0
3780,3.78,12.9634,5231.26,81.1671,5.09749,5.4344e-05,5.66339e-05,3.79439e-06,4.4474e-06,0.00843622,1.67342,2103.83,0,0,0,0,0
3790,3.79,12.8219,5232.39,80.2902,5.04223,5.32382e-05,5.602e-05,3.79435e-06,4.36412e-06,0.00843613,1.64208,2103.81,0,0,0,0,0
3800,3.8,12.682,5233.5,79.4234,4.98761,5.21578e-05,5.54132e-05,3.7943e-06,4.2824e-06,0.00843604,1.61133,2103.79,0,0,0,0,0
3810,3.81,12.5437,5234.6,78.5665,4.93361,5.11022e-05,5.48133e-05,3.79426e-06,4.2022e-06,0.00843595,1.58116,2103.76,0,0,0,0,0
3820,3.82,12.4069,5235.69,77.7195,4.88024,5.00706e-05,5.42202e-05,3.79421e-06,4.12351e-06,0.00843586,1.55155,2103.74,0,0,0,0,0
3830,3.83,12.2718,5236.77,76.8821,4.82747,4.90622e-05,5.3634e-05,3.79416e-06,4.0463e-06,0.00843576,1.5225,2103.72,0,0,0,0,0
3840,3.84,12.1382,5237.84,76.0543,4.77531,4.80765e-05,5.30544e-05,3.79411e-06,3.97052e-06,0.00843566,1.49399,2103.69,0,0,0,0,0
3850,3.85,12.0061,5238.89,75.236,4.72374,4.71127e-05,5.24815e-05,3.79406e-06,3.89617e-06,0.00843556,1.46601,2103.67,0,0,0,0,0
3860,3.86,11.8756,5239.94,74.4271,4.67277,4.61703e-05,5.19152e-05,3.79401e-06,3.8232e-06,0.00843546,1.43855,2103.64,0,0,0,0,0
3870,3.87,11.7465,5240.97,73.6274,4.62238,4.52488e-05,5.13553e-05,3.79396e-06,3.75161e-06,0.00843535,1.41161,2103.62,0,0,0,0,0
3880,3.88,11.6189,5241.99,72.8369,4.57256,4.43476e-05,5.08019e-05,3.79391e-06,3.68135e-06,0.00843525,1.38518,2103.59,0,0,0,0,0
3890,3.89,11.4928,5243,72.0555,4.52332,4.34661e-05,5.02548e-05,3.79386e-06,3.61241e-06,0.00843514,1.35924,2103.56,0,0,0,0,0
3900,3.9,11.3681,5244,71.283,4.47464,4.26039e-05,4.9714e-05,3.79381e-06,3.54477e-06,0.00843503,1.33379,2103.53,0,0,0,0,0
3910,3.91,11.2449,5244.99,70.5193,4.42652,4.17605e-05,4.91793e-05,3.79375e-06,3.47839e-06,0.00843491,1.30881,2103.51,0,0,0,0,0
3920,3.92,11.123,5245.96,69.7644,4.37895,4.09353e-05,4.86508e-05,3.7937e-06,3.41325e-06,0.0084348,1.2843,2103.48,0,0,0,0,0
3930,3.93,11.0026,5246.93,69.0182,4.33193,4.01278e-05,4.81283e-05,3.79364e-06,3.34934e-06,0.00843468,1.26025,2103.45,0,0,0,0,0
3940,3.94,10.8835,5247.89,68.2804,4.28544,3.93376e-05,4.76119e-05,3.79359e-06,3.28661e-06,0.00843456,1.23665,2103.42,0,0,0,0,0
3950,3.95,10.7658,5248.83,67.5512,4.23949,3.85641e-05,4.71013e-05,3.79353e-06,3.22506e-06,0.00843444,1.21349,2103.39,0,0,0,0,0
3960,3.96,10.6495,5249.77,66.8303,4.19406,3.78072e-05,4.65966e-05,3.79347e-06,3.16467e-06,0.00843432,1.19077,2103.36,0,0,0,0,0
3970,3.97,10.5345,5250.69,66.1176,4.14915,3.70663e-05,4.60976e-05,3.79341e-06,3.10541e-06,0.0084342,1.16847,2103.33,0,0,0,0,0
3980,3.98,10.4208,5251.61,65.4131,4.10476,3.6341e-05,4.56044e-05,3.79335e-06,3.04725e-06,0.00843407,1.14659,2103.3,0,0,0,0,0
3990,3.99,10.3084,5252.52,64.7167,4.06087,3.5631e-05,4.51168e-05,3.79329e-06,2.99019e-06,0.00843394,1.12512,2103.26,0,0,0,0,0
4000,4,10.1973,5253.41,64.0283,4.01749,3.49358e-05,4.46349e-05,3.79323e-06,2.93419e-06,0.00843382,1.10405,2103.23,0,0,0,0,0
4010,4.01,10.0874,5254.3,63.3477,3.97461,3.42552e-05,4.41584e-05,3.79317e-06,2.87925e-06,0.00843369,1.08337,2103.2,0,0,0,0,0
4020,4.02,9.97884,5255.18,62.6749,3.93221,3.35888e-05,4.36874e-05,3.79311e-06,2.82533e-06,0.00843355,1.06309,2103.17,0,0,0,0,0
4030,4.03,9.8715,5256.04,62.0099,3.89031,3.29361e-05,4.32218e-05,3.79305e-06,2.77242e-06,0.00843342,1.04318,2103.13,0,0,0,0,0
4040,4.04,9.76539,5256.9,61.3524,3.84888,3.22968e-05,4.27615e-05,3.79298e-06,2.7205e-06,0.00843329,1.02364,2103.1,0,0,0,0,0
4050,4.05,9.6605,5257.75,60.7025,3.80792,3.16708e-05,4.23065e-05,3.79292e-06,2.66956e-06,0.00843315,1.00447,2103.07,0,0,0,0,0
4060,4.06,9.55681,5258.59,60.06,3.76744,3.10576e-05,4.18567e-05,3.79286e-06,2.61957e-06,0.00843301,0.985662,2103.03,0,0,0,0,0
4070,4.07,9.4543,5259.42,59.4249,3.72742,3.04569e-05,4.1412e-05,3.79279e-06,2.57051e-06,0.00843287,0.967203,2103,0,0,0,0,0
4080,4.08,9.35297,5260.24,58.7971,3.68785,2.98685e-05,4.09725e-05,3.79273e-06,2.52237e-06,0.00843273,0.949091,2102.96,0,0,0,0,0
4090,4.09,9.25281,5261.06,58.1764,3.64874,2.92922e-05,4.0538e-05,3.79266e-06,2.47514e-06,0.00843259,0.931318,2102.93,0,0,0,0,0
4100,4.1,9.15378,5261.86,57.5629,3.61008,2.87275e-05,4.01084e-05,3.79259e-06,2.42879e-06,0.00843245,0.913878,2102.89,0,0,0,0,0
4110,4.11,9.0559,5262.66,56.9564,3.57186,2.81743e-05,3.96838e-05,3.79253e-06,2.38331e-06,0.0084323,0.896765,2102.85,0,0,0,0,0
4120,4.12,8.95913,5263.44,56.3568,3.53408,2.76322e-05,3.9264e-05,3.79246e-06,2.33868e-06,0.00843216,0.879972,2102.82,0,0,0,0,0
4130,4.13,8.86347,5264.22,55.7641,3.49673,2.71011e-05,3.88491e-05,3.79239e-06,2.29488e-06,0.00843201,0.863494,2102.78,0,0,0,0,0
4140,4.14,8.76891,5264.99,55.1782,3.45981,2.65805e-05,3.84389e-05,3.79232e-06,2.25191e-06,0.00843186,0.847322,2102.74,0,0,0,0,0
4150,4.15,8.67543,5265.75,54.599,3.42331,2.60705e-05,3.80334e-05,3.79225e-06,2.20974e-06,0.00843171,0.831455,2102.71,0,0,0,0,0
4160,4.16,8.58302,5266.51,54.0264,3.38723,2.55706e-05,3.76325e-05,3.79218e-06,2.16835e-06,0.00843156,0.815885,2102.67,0,0,0,0,0
4170,4.17,8.49167,5267.26,53.4604,3.35157,2.50808e-05,3.72362e-05,3.79211e-06,2.12775e-06,0.00843141,0.800606,2102.63,0,0,0,0,0
4180,4.18,8.40137,5267.99,52.9009,3.31631,2.46007e-05,3.68445e-05,3.79204e-06,2.0879e-06,0.00843126,0.785613,2102.59,0,0,0,0,0
4190,4.19,8.3121,5268.72,52.3478,3.28145,2.41301e-05,3.64573e-05,3.79197e-06,2.0488e-06,0.0084311,0.770902,2102.56,0,0,0,0,0
4200,4.2,8.22385,5269.45,51.801,3.247,2.36689e-05,3.60744e-05,3.7919e-06,2.01044e-06,0.00843095,0.756466,2102.52,0,0,0,0,0
4210,4.21,8.13662,5270.16,51.2605,3.21294,2.32169e-05,3.5696e-05,3.79183e-06,1.97279e-06,0.00843079,0.742301,2102.48,0,0,0,0,0
4220,4.22,8.05038,5270.87,50.7261,3.17927,2.27737e-05,3.53219e-05,3.79175e-06,1.93585e-06,0.00843063,0.7284,2102.44,0,0,0,0,0
4230,4.23,7.96513,5271.57,50.1979,3.14598,2.23393e-05,3.49521e-05,3.79168e-06,1.8996e-06,0.00843048,0.71476,2102.4,0,0,0,0,0
4240,4.24,7.88085,5272.26,49.6757,3.11308,2.19134e-05,3.45866e-05,3.79161e-06,1.86402e-06,0.00843032,0.701374,2102.36,0,0,0,0,0
4250,4.25,7.79755,5272.95,49.1596,3.08055,2.1496e-05,3.42252e-05,3.79153e-06,1.82912e-06,0.00843016,0.68824,2102.32,0,0,0,0,0
4260,4.26,7.71519,5273.62,48.6493,3.0484,2.10867e-05,3.38679e-05,3.79146e-06,1.79486e-06,0.00842999,0.675351,2102.28,0,0,0,0,0
4270,4.27,7.63378,5274.29,48.1449,3.01661,2.06854e-05,3.35148e-05,3.79139e-06,1.76125e-06,0.00842983,0.662704,2102.24,0,0,0,0,0
4280,4.28,7.5533,5274.96,47.6462,2.98519,2.0292e-05,3.31657e-05,3.79131e-06,1.72827e-06,0.00842967,0.650294,2102.2,0,0,0,0,0
4290,4.29,7.47375,5275.62,47.1533,2.95413,1.99063e-05,3.28205e-05,3.79124e-06,1.69591e-06,0.00842951,0.638117,2102.16,0,0,0,0,0
4300,4.3,7.3951,5276.27,46.666,2.92342,1.95282e-05,3.24794e-05,3.79116e-06,1.66415e-06,0.00842934,0.626167,2102.12,0,0,0,0,0
4310,4.31,7.31736,5276.91,46.1843,2.89307,1.91574e-05,3.21421e-05,3.79108e-06,1.63299e-06,0.00842917,0.614442,2102.07,0,0,0,0,0
4320,4.32,7.2405,5277.54,45.7081,2.86306,1.87938e-05,3.18088e-05,3.79101e-06,1.60241e-06,0.00842901,0.602936,2102.03,0,0,0,0,0
4330,4.33,7.16453,5278.17,45.2373,2.8334,1.84373e-05,3.14792e-05,3.79093e-06,1.5724e-06,0.00842884,0.591645,2101.99,0,0,0,0,0
4340,4.34,7.08942,5278.8,44.772,2.80407,1.80876e-05,3.11534e-05,3.79085e-06,1.54295e-06,0.00842867,0.580565,2101.95,0,0,0,0,0
4350,4.35,7.01518,5279.41,44.3119,2.77508,1.77448e-05,3.08313e-05,3.79078e-06,1.51406e-06,0.0084285,0.569693,2101.91,0,0,0,0,0
4360,4.36,6.94178,5280.02,43.8572,2.74643,1.74086e-05,3.05129e-05,3.7907e-06,1.4857e-06,0.00842833,0.559024,2101.86,0,0,0,0,0
4370,4.37,6.86923,5280.63,43.4076,2.7181,1.70789e-05,3.01982e-05,3.79062e-06,1.45788e-06,0.00842816,0.548556,2101.82,0,0,0,0,0
4380,4.38,6.79751,5281.22,42.9632,2.6901,1.67556e-05,2.98871e-05,3.79054e-06,1.43058e-06,0.00842799,0.538283,2101.78,0,0,0,0,0
4390,4.39,6.72661,5281.81,42.5239,2.66241,1.64385e-05,2.95795e-05,3.79046e-06,1.40379e-06,0.00842782,0.528203,2101.74,0,0,0,0,0
4400,4.4,6.65652,5282.4,42.0896,2.63505,1.61276e-05,2.92755e-05,3.79038e-06,1.3775e-06,0.00842764,0.518312,2101.69,0,0,0,0,0
4410,4.41,6.58723,5282.98,41.6603,2.60799,1.58226e-05,2.89749e-05,3.7903e-06,1.35171e-06,0.00842747,0.508606,2101.65,0,0,0,0,0
4420,4.42,6.51874,5283.55,41.2359,2.58125,1.55235e-05,2.86778e-05,3.79022e-06,1.3264e-06,0.00842729,0.499082,2101.61,0,0,0,0,0
4430,4.43,6.45103,5284.12,40.8164,2.55482,1.52302e-05,2.83841e-05,3.79014e-06,1.30156e-06,0.00842712,0.489736,2101.56,0,0,0,0,0
4440,4.44,6.3841,5284.68,40.4017,2.52868,1.49424e-05,2.80937e-05,3.79006e-06,1.27718e-06,0.00842694,0.480565,2101.52,0,0,0,0,0
4450,4.45,6.31793,5285.23,39.9917,2.50285,1.46602e-05,2.78067e-05,3.78998e-06,1.25327e-06,0.00842677,0.471565,2101.47,0,0,0,0,0
4460,4.46,6.25252,5285.78,39.5864,2.47731,1.43834e-05,2.75229e-05,3.7899e-06,1.2298e-06,0.00842659,0.462734,2101.43,0,0,0,0,0
4470,4.47,6.18786,5286.33,39.1858,2.45206,1.41119e-05,2.72425e-05,3.78982e-06,1.20677e-06,0.00842641,0.454069,2101.39,0,0,0,0,0
4480,4.48,6.12394,5286.86,38.7897,2.42711,1.38456e-05,2.69652e-05,3.78974e-06,1.18417e-06,0.00842623,0.445566,2101.34,0,0,0,0,0
4490,4.49,6.06076,5287.4,38.3982,2.40244,1.35844e-05,2.66911e-05,3.78966e-06,1.16199e-06,0.00842605,0.437222,2101.3,0,0,0,0,0
4500,4.5,5.99829,5287.92,38.0112,2.37805,1.33283e-05,2.64201e-05,3.78958e-06,1.14023e-06,0.00842587,0.429034,2101.25,0,0,0,0,0
4510,4.51,5.93655,5288.45,37.6286,2.35394,1.3077e-05,2.61523e-05,3.78949e-06,1.11888e-06,0.00842569,0.421001,2101.21,0,0,0,0,0
4520,4.52,5.87551,5288.96,37.2503,2.3301,1.28305e-05,2.58875e-05,3.78941e-06,1.09793e-06,0.00842551,0.413117,2101.16,0,0,0,0,0
4530,4.53,5.81516,5289.47,36.8764,2.30654,1.25887e-05,2.56257e-05,3.78933e-06,1.07737e-06,0.00842533,0.405381,2101.12,0,0,0,0,0
4540,4.54,5.75551,5289.98,36.5068,2.28325,1.23515e-05,2.53669e-05,3.78924e-06,1.05719e-06,0.00842515,0.39779,2101.07,0,0,0,0,0
4550,4.55,5.69654,5290.48,36.1415,2.26023,1.21188e-05,2.51111e-05,3.78916e-06,1.0374e-06,0.00842496,0.39034,2101.02,0,0,0,0,0
4560,4.56,5.63825,5290.97,35.7803,2.23747,1.18905e-05,2.48583e-05,3.78908e-06,1.01797e-06,0.00842478,0.38303,2100.98,0,0,0,0,0
4570,4.57,5.58063,5291.46,35.4232,2.21497,1.16666e-05,2.46083e-05,3.78899e-06,9.98906e-07,0.00842459,0.375857,2100.93,0,0,0,0,0
4580,4.58,5.52366,5291.95,35.0702,2.19273,1.1447e-05,2.43612e-05,3.78891e-06,9.80199e-07,0.00842441,0.368819,2100.89,0,0,0,0,0
4590,4.59,5.46735,5292.43,34.7213,2.17074,1.12315e-05,2.41169e-05,3.78883e-06,9.61843e-07,0.00842422,0.361912,2100.84,0,0,0,0,0
4600,4.6,5.41168,5292.91,34.3764,2.14901,1.10201e-05,2.38754e-05,3.78874e-06,9.43832e-07,0.00842404,0.355135,2100.79,0,0,0,0,0
4610,4.61,5.35665,5293.38,34.0354,2.12752,1.08128e-05,2.36367e-05,3.78866e-06,9.26158e-07,0.00842385,0.348484,2100.75,0,0,0,0,0
4620,4.62,5.30225,5293.84,33.6983,2.10628,1.06094e-05,2.34007e-05,3.78857e-06,9.08815e-07,0.00842367,0.341959,2100.7,0,0,0,0,0
4630,4.63,5.24847,5294.3,33.3651,2.08528,1.04098e-05,2.31674e-05,3.78849e-06,8.91797e-07,0.00842348,0.335555,2100.65,0,0,0,0,0
4640,4.64,5.19531,5294.76,33.0357,2.06453,1.0214e-05,2.29368e-05,3.7884e-06,8.75097e-07,0.00842329,0.329272,2100.61,0,0,0,0,0
4650,4.65,5.14276,5295.21,32.7101,2.04401,1.0022e-05,2.27088e-05,3.78832e-06,8.58709e-07,0.0084231,0.323106,2100.56,0,0,0,0,0
4660,4.66,5.09081,5295.66,32.3882,2.02372,9.83353e-06,2.24835e-05,3.78823e-06,8.42627e-07,0.00842291,0.317055,2100.51,0,0,0,0,0
4670,4.67,5.03945,5296.1,32.07,2.00367,9.64866e-06,2.22607e-05,3.78815e-06,8.26848e-07,0.00842273,0.311117,2100.47,0,0,0,0,0
4680,4.68,4.98868,5296.54,31.7554,1.98385,9.4673e-06,2.20404e-05,3.78806e-06,8.11364e-07,0.00842254,0.305291,2100.42,0,0,0,0,0
4690,4.69,4.9385,5296.97,31.4444,1.96425,9.28937e-06,2.18227e-05,3.78797e-06,7.96169e-07,0.00842235,0.299574,2100.37,0,0,0,0,0
4700,4.7,4.88889,5297.4,31.137,1.94488,9.1148e-06,2.16075e-05,3.78789e-06,7.8126e-07,0.00842216,0.293964,2100.32,0,0,0,0,0
4710,4.71,4.83984,5297.83,30.8331,1.92573,8.94354e-06,2.13948e-05,3.7878e-06,7.6663e-07,0.00842197,0.288459,2100.28,0,0,0,0,0
4720,4.72,4.79136,5298.25,30.5327,1.9068,8.77552e-06,2.11845e-05,3.78771e-06,7.52274e-07,0.00842177,0.283057,2100.23,0,0,0,0,0
4730,4.73,4.74343,5298.67,30.2358,1.88809,8.61068e-06,2.09765e-05,3.78763e-06,7.38187e-07,0.00842158,0.277757,2100.18,0,0,0,0,0
4740,4.74,4.69606,5299.08,29.9422,1.86959,8.44896e-06,2.0771e-05,3.78754e-06,7.24364e-07,0.00842139,0.272556,2100.13,0,0,0,0,0
4750,4.75,4.64922,5299.49,29.652,1.8513,8.29028e-06,2.05678e-05,3.78745e-06,7.108e-07,0.0084212,0.267452,2100.09,0,0,0,0,0
4760,4.76,4.60292,5299.89,29.3651,1.83323,8.1346e-06,2.0367e-05,3.78737e-06,6.97489e-07,0.00842101,0.262444,2100.04,0,0,0,0,0
4770,4.77,4.55715,5300.29,29.0815,1.81536,7.98184e-06,2.01685e-05,3.78728e-06,6.84427e-07,0.00842081,0.257529,2099.99,0,0,0,0,0
4780,4.78,4.51191,5300.69,28.8011,1.79769,7.83197e-06,1.99722e-05,3.78719e-06,6.71609e-07,0.00842062,0.252706,2099.94,0,0,0,0,0
4790,4.79,4.46718,5301.08,28.524,1.78023,7.68494e-06,1.97781e-05,3.7871e-06,6.59032e-07,0.00842043,0.247973,2099.89,0,0,0,0,0
4800,4.8,4.42297,5301.47,28.25,1.76296,7.54067e-06,1.95863e-05,3.78702e-06,6.46691e-07,0.00842023,0.24333,2099.84,0,0,0,0,0
4810,4.81,4.37926,5301.85,27.9792,1.7459,7.39913e-06,1.93967e-05,3.78693e-06,6.3458e-07,0.00842004,0.238773,2099.8,0,0,0,0,0
4820,4.82,4.33605,5302.23,27.7115,1.72903,7.26025e-06,1.92093e-05,3.78684e-06,6.22697e-07,0.00841984,0.234302,2099.75,0,0,0,0,0
4830,4.83,4.29334,5302.61,27.4468,1.71235,7.124e-06,1.9024e-05,3.78675e-06,6.11036e-07,0.00841965,0.229914,2099.7,0,0,0,0,0
4840,4.84,4.25111,5302.98,27.1852,1.69586,6.99032e-06,1.88408e-05,3.78666e-06,5.99594e-07,0.00841945,0.225609,2099.65,0,0,0,0,0
4850,4.85,4.20937,5303.35,26.9265,1.67957,6.85915e-06,1.86598e-05,3.78657e-06,5.88367e-07,0.00841926,0.221384,2099.6,0,0,0,0,0
4860,4.86,4.16811,5303.72,26.6709,1.66345,6.73046e-06,1.84808e-05,3.78649e-06,5.77349e-07,0.00841906,0.217239,2099.55,0,0,0,0,0
4870,4.87,4.12732,5304.08,26.4181,1.64753,6.60419e-06,1.83038e-05,3.7864e-06,5.66538e-07,0.00841886,0.213171,2099.5,0,0,0,0,0
4880,4.88,4.087,5304.44,26.1683,1.63178,6.48029e-06,1.81289e-05,3.78631e-06,5.55928e-07,0.00841867,0.209179,2099.45,0,0,0,0,0
4890,4.89,4.04714,5304.8,25.9212,1.61622,6.3587e-06,1.7956e-05,3.78622e-06,5.45516e-07,0.00841847,0.205261,2099.4,0,0,0,0,0
4900,4.9,4.00773,5305.15,25.6771,1.60083,6.23943e-06,1.7785e-05,3.78613e-06,5.35301e-07,0.00841827,0.201417,2099.36,0,0,0,0,0
4910,4.91,3.96878,5305.5,25.4357,1.58562,6.12239e-06,1.7616e-05,3.78604e-06,5.25276e-07,0.00841807,0.197645,2099.31,0,0,0,0,0
4920,4.92,3.93027,5305.84,25.1971,1.57059,6.00755e-06,1.7449e-05,3.78595e-06,5.1544e-07,0.00841788,0.193944,2099.26,0,0,0,0,0
4930,4.93,3.8922,5306.18,24.9612,1.55572,5.89488e-06,1.72839e-05,3.78586e-06,5.05787e-07,0.00841768,0.190312,2099.21,0,0,0,0,0
4940,4.94,3.85457,5306.52,24.728,1.54103,5.78433e-06,1.71206e-05,3.78577e-06,4.96316e-07,0.00841748,0.186748,2099.16,0,0,0,0,0
4950,4.95,3.81737,5306.86,24.4975,1.52651,5.67586e-06,1.69592e-05,3.78568e-06,4.87022e-07,0.00841728,0.183251,2099.11,0,0,0,0,0
4960,4.96,3.7806,5307.19,24.2697,1.51215,5.56943e-06,1.67997e-05,3.78559e-06,4.77902e-07,0.00841708,0.17982,2099.06,0,0,0,0,0
4970,4.97,3.74425,5307.52,24.0444,1.49795,5.465e-06,1.6642e-05,3.7855e-06,4.68953e-07,0.00841688,0.176453,2099.01,0,0,0,0,0
4980,4.98,3.70831,5307.84,23.8217,1.48392,5.36254e-06,1.64861e-05,3.78541e-06,4.60172e-07,0.00841668,0.173148,2098.96,0,0,0,0,0
4990,4.99,3.67279,5308.17,23.6016,1.47005,5.26199e-06,1.6332e-05,3.78532e-06,4.51555e-07,0.00841648,0.169906,2098.91,0,0,0,0,0
5000,5,3.63767,5308.49,23.384,1.45634,5.16333e-06,1.61797e-05,3.78523e-06,4.43098e-07,0.00841628,0.166724,2098.86,0,0,0,0,0
5010,5.01,3.60295,5308.8,23.1689,1.44278,5.06652e-06,1.60291e-05,3.78514e-06,4.348e-07,0.00841608,0.163602,2098.81,0,0,0,0,0
5020,5.02,3.56863,5309.12,22.9562,1.42938,4.97154e-06,1.58802e-05,3.78505e-06,4.26657e-07,0.00841588,0.160538,2098.76,0,0,0,0,0
5030,5.03,3.5347,5309.43,22.746,1.41614,4.87834e-06,1.5733e-05,3.78496e-06,4.18667e-07,0.00841568,0.157532,2098.71,0,0,0,0,0
5040,5.04,3.50117,5309.73,22.5382,1.40304,4.78689e-06,1.55875e-05,3.78487e-06,4.10827e-07,0.00841548,0.154582,2098.66,0,0,0,0,0
5050,5.05,3.46801,5310.04,22.3327,1.3901,4.69715e-06,1.54437e-05,3.78478e-06,4.03134e-07,0.00841528,0.151687,2098.61,0,0,0,0,0
5060,5.06,3.43524,5310.34,22.1297,1.3773,4.60911e-06,1.53015e-05,3.78469e-06,3.95584e-07,0.00841508,0.148846,2098.56,0,0,0,0,0
5070,5.07,3.40284,5310.64,21.9289,1.36465,4.52272e-06,1.5161e-05,3.7846e-06,3.88177e-07,0.00841488,0.146059,2098.51,0,0,0,0,0
5080,5.08,3.37081,5310.94,21.7304,1.35214,4.43795e-06,1.5022e-05,3.78451e-06,3.80908e-07,0.00841468,0.143324,2098.46,0,0,0,0,0
5090,5.09,3.33915,5311.23,21.5343,1.33978,4.35478e-06,1.48847e-05,3.78441e-06,3.73775e-07,0.00841448,0.14064,2098.41,0,0,0,0,0
5100,5.1,3.30785,5311.52,21.3403,1.32756,4.27317e-06,1.47489e-05,3.78432e-06,3.66776e-07,0.00841427,0.138007,2098.36,0,0,0,0,0
5110,5.11,3.27691,5311.81,21.1486,1.31548,4.19309e-06,1.46147e-05,3.78423e-06,3.59908e-07,0.00841407,0.135422,2098.31,0,0,0,0,0
5120,5.12,3.24633,5312.09,20.9591,1.30354,4.1145e-06,1.4482e-05,3.78414e-06,3.53168e-07,0.00841387,0.132886,2098.26,0,0,0,0,0
5130,5.13,3.21609,5312.37,20.7717,1.29173,4.03738e-06,1.43508e-05,3.78405e-06,3.46554e-07,0.00841367,0.130397,2098.21,0,0,0,0,0
5140,5.14,3.1862,5312.65,20.5865,1.28006,3.96172e-06,1.42211e-05,3.78396e-06,3.40064e-07,0.00841346,0.127956,2098.16,0,0,0,0,0
5150,5.15,3.15665,5312.93,20.4034,1.26852,3.88748e-06,1.4093e-05,3.78387e-06,3.33696e-07,0.00841326,0.125559,2098.11,0,0,0,0,0
5160,5.16,3.12745,5313.21,20.2224,1.25712,3.81463e-06,1.39662e-05,3.78377e-06,3.27447e-07,0.00841306,0.123208,2098.05,0,0,0,0,0
